t,host,operation,status,error,latency
1709472721.398728,43.0.celestial,del,success,,0.006664276123046875
1709472721.509516,43.0.celestial,del,success,,0.00667119026184082
1709472721.619649,43.0.celestial,set,success,,0.006651639938354492
1709472721.7296102,43.0.celestial,del,success,,0.006562948226928711
1709472721.8421276,43.0.celestial,set,success,,0.0071947574615478516
1709472721.953158,43.0.celestial,get,success,,0.006317853927612305
1709472722.0641072,43.0.celestial,get,success,,0.00820469856262207
1709472722.175479,43.0.celestial,get,success,,0.006392240524291992
1709472722.285545,43.0.celestial,del,success,,0.006390094757080078
1709472722.3950648,43.0.celestial,set,success,,0.006368160247802734
1709472722.5045125,43.0.celestial,set,success,,0.006592273712158203
1709472722.6141906,43.0.celestial,set,success,,0.006560802459716797
1709472722.723837,43.0.celestial,set,success,,0.006340980529785156
1709472722.8333972,43.0.celestial,del,success,,0.006425142288208008
1709472722.9429646,43.0.celestial,set,success,,0.006324291229248047
1709472723.0524373,43.0.celestial,del,success,,0.006402730941772461
1709472723.1620271,43.0.celestial,del,success,,0.006438493728637695
1709472723.2716262,43.0.celestial,del,success,,0.006377220153808594
1709472723.382069,43.0.celestial,del,success,,0.006445646286010742
1709472723.4917278,43.0.celestial,set,success,,0.006251335144042969
1709472723.6016877,43.0.celestial,get,success,,0.006306886672973633
1709472723.7119148,43.0.celestial,del,success,,0.006448030471801758
1709472723.822779,43.0.celestial,get,success,,0.0064945220947265625
1709472723.9324348,43.0.celestial,get,success,,0.008789539337158203
1709472724.044345,43.0.celestial,get,success,,0.006962776184082031
1709472724.1549675,43.0.celestial,set,success,,0.006381511688232422
1709472724.2643933,43.0.celestial,del,success,,0.007070302963256836
1709472724.3757405,43.0.celestial,set,success,,0.00639653205871582
1709472724.4857583,43.0.celestial,get,success,,0.006400108337402344
1709472724.595252,43.0.celestial,del,success,,0.006391286849975586
1709472724.705289,43.0.celestial,get,success,,0.006341218948364258
1709472724.8153079,43.0.celestial,set,success,,0.00653529167175293
1709472724.9254825,43.0.celestial,get,success,,0.006335258483886719
1709472725.0354686,43.0.celestial,del,success,,0.0063228607177734375
1709472725.145436,43.0.celestial,get,success,,0.006296396255493164
1709472725.2553918,43.0.celestial,get,success,,0.006385087966918945
1709472725.3659163,43.0.celestial,del,success,,0.006780862808227539
1709472725.4764478,43.0.celestial,get,success,,0.008644819259643555
1709472725.589773,43.0.celestial,get,fail,Timeout reading from socket,0.10326886177062988
1709472725.7962236,43.0.celestial,get,fail,Timeout connecting to server,0.10785484313964844
1709472726.0075336,43.0.celestial,get,fail,Timeout connecting to server,0.10801458358764648
1709472726.217987,43.0.celestial,del,fail,Timeout connecting to server,0.10858011245727539
1709472726.4296203,43.0.celestial,set,fail,Timeout connecting to server,0.10642051696777344
1709472726.6391308,43.0.celestial,get,fail,Timeout connecting to server,0.10738849639892578
1709472726.8499663,43.0.celestial,del,fail,Timeout connecting to server,0.10615873336791992
1709472727.0592203,43.0.celestial,del,fail,Timeout connecting to server,0.10731911659240723
1709472727.2694864,43.0.celestial,set,fail,Timeout connecting to server,0.1066889762878418
1709472727.4790409,43.0.celestial,set,fail,Timeout connecting to server,0.10681295394897461
1709472727.6895614,43.0.celestial,del,fail,Timeout connecting to server,0.10676264762878418
